house_id,area_sqft,bedrooms,bathrooms,location_score,age_years,distance_city_km,lot_size_sqft,has_garage,has_pool,renovation_years_ago,house_price_inr
102101,1895,4,4,9.1,11,9.8,3456,1,0,11,41604439
102102,1064,1,2,6.7,18,18,3481,1,1,18,16333245
102103,1085,3,3,2.2,9,32.9,1557,0,0,9,7875654
102104,2382,6,4,4.7,33,23.3,3151,1,0,6,33101053
102105,877,1,1,5.9,6,11.4,1020,1,0,0,14007637
102106,2718,7,5,7.8,38,15.1,3445,0,0,1,50599574
102107,1065,2,2,8.9,25,9.6,1089,0,0,5,18797993
102108,2065,5,2,7.5,9,25.6,4395,1,0,9,39253082
102109,1436,3,3,3.8,17,23.6,3608,0,0,8,15555940
102110,2042,5,3,3.5,16,26.8,4126,0,0,8,19501835
102111,1296,3,2,6.9,12,13.7,1515,1,0,12,23395027
102112,1544,4,3,5.6,23,18.5,2653,1,1,22,20428466
102113,1677,3,2,4,47,22.9,4201,1,0,8,16907677
102114,999,3,1,3.5,13,21.9,1793,0,0,3,10966042
102115,2132,6,4,6.8,22,15.7,3243,1,0,1,36508065
102116,1316,3,3,4.2,21,26.1,1437,1,0,20,13502734
102117,1501,5,3,6.5,23,13,2621,1,0,23,23055538
102118,1004,2,3,6.1,3,21.7,1585,0,0,0,15782016
102119,450,2,1,8.1,39,15,877,1,0,1,6908252
102120,1526,3,4,9.3,69,1.8,3488,1,0,9,37640884
102121,3218,7,5,2.5,21,21.7,5891,1,0,5,24535172
102122,2160,5,4,3.9,31,26,4560,1,0,2,22303737
102123,1637,3,1,8.8,26,5.1,3738,0,0,25,34242833
102124,1479,4,3,7.6,10,5.9,1867,1,0,3,28196800
102125,1665,3,3,3.4,20,35.1,5214,1,0,12,15643499
102126,2006,3,2,9,13,2.2,3120,0,0,6,47424713
102127,882,2,1,2.3,19,19,2037,0,0,18,6914621
102128,2374,6,4,2,21,24.3,3130,0,0,12,18022223
102129,2115,6,5,4.5,22,22.9,4370,1,0,1,25174955
102130,2117,5,4,8.4,13,10.2,4420,1,0,6,41205657
102131,1935,5,5,5.7,22,29.2,5796,1,0,3,28583013
102132,1663,3,2,6.5,19,10.9,3094,0,0,13,23790070
102133,2087,4,3,1.5,38,31.9,5801,1,0,8,13031806
102134,2035,4,4,9.2,30,14.2,4425,0,1,4,43656770
102135,1420,3,1,5.3,34,15.1,4418,1,0,4,20265464
102136,1277,3,2,7.5,35,16.7,1190,1,0,1,21178733
102137,1716,4,4,4.9,11,9.3,3928,1,0,2,27620508
102138,2657,6,3,6,30,27.6,1053,0,0,12,39440707
102139,845,2,1,4.8,11,26.6,1661,1,0,9,10985596
102140,696,2,3,2.4,44,23.7,1818,1,0,4,3693754
102141,1757,3,1,3.9,29,28.3,5038,1,0,18,18061884
102142,1683,4,3,7.5,10,20.4,4112,0,0,7,29273508
102143,1763,4,3,3.1,23,18,3219,1,0,16,15398992
102144,1809,4,1,7.6,12,8.6,4210,0,0,12,32751341
102145,1505,3,2,8,15,19.1,5282,1,0,15,30647430
102146,2618,6,5,1.5,25,30.9,5354,1,0,19,17125254
102147,609,1,1,4.3,14,24.7,1569,1,0,11,6329386
102148,1111,3,3,7.6,18,12.6,1936,0,1,14,20262984
102149,1583,3,2,5.1,36,25,4183,1,0,15,22898162
102150,582,1,2,8.8,19,11.7,1480,0,0,2,12681229
102151,1536,6,4,4.8,11,21.2,2509,1,0,4,18205302
102152,2730,5,3,1.1,5,19.1,6733,1,0,0,17905923
102153,1664,3,1,7.2,31,17.2,4151,1,0,2,26183766
102154,1800,5,3,3.8,30,28,4399,1,0,15,17911903
102155,831,1,2,6,23,9.6,1641,0,0,23,11787923
102156,1249,3,1,8,64,4,3419,1,0,11,19864994
102157,1406,5,4,8.9,17,11.4,2023,0,0,17,28829222
102158,1443,2,2,1.2,38,32.6,2894,0,0,4,6481025
102159,2483,4,3,6.3,13,4.3,5132,1,0,13,35600483
102160,2012,3,3,5.5,32,13.6,5438,1,0,4,22970449
102161,928,3,2,3.3,10,27,1318,1,0,10,9617488
102162,1810,5,4,5.4,31,22.9,3882,1,0,16,27156433
102163,1974,4,3,3.6,18,20.7,3365,1,0,18,20491766
102164,2391,6,4,3.3,28,24.2,4939,1,0,18,24250871
102165,2677,7,6,3.8,23,18.3,5984,1,0,5,29803538
102166,990,4,2,9.3,30,15,1221,1,0,1,27093948
102167,1123,2,3,5.8,5,18.6,3098,1,0,0,17262890
102168,833,1,2,5,19,16,1880,0,0,8,12821532
102169,1498,3,2,7.5,37,5.6,2224,0,0,20,29751480
102170,1953,4,4,3,40,18.4,3506,1,0,5,18203859
102171,2292,5,2,9.7,27,16.8,6639,1,0,0,50519209
102172,1601,3,2,3.5,38,23.5,3601,1,0,1,14798819
102173,1442,4,2,7.5,18,10.1,2049,0,0,11,24861775
102174,1749,5,4,8.7,1,7.6,2676,1,0,0,39822878
102175,1107,2,1,6.4,14,12,2629,0,0,14,17611352
102176,3008,7,5,1.4,22,30.2,7360,1,0,5,17063309
102177,605,2,2,3.9,24,23.5,1342,0,0,8,6960082
102178,1770,4,3,7.6,26,12.3,3230,0,0,16,29479834
102179,2965,7,5,1.6,21,22.6,7370,1,0,3,16585736
102180,1654,4,3,1.1,21,37.1,2998,0,0,5,7390388
102181,1526,5,3,7.9,32,8,2269,1,0,13,25387605
102182,1418,2,4,6.8,12,10.6,4186,1,0,12,24551241
102183,1533,3,2,1.7,24,25.7,3516,0,0,3,9500358
102184,2542,6,3,4,27,16.7,3887,1,1,10,31117682
102185,450,1,1,4.8,14,22.2,936,1,0,14,5276798
102186,2647,7,4,6.4,17,21.2,5337,1,0,10,38714730
102187,724,2,2,3.2,48,21.1,1296,1,0,22,4433176
102188,1477,2,2,7.1,23,2.6,3161,1,0,23,26399794
102189,1371,4,3,6.6,75,9,1978,1,0,26,18011108
102190,2033,5,3,4.9,22,17.6,5132,0,0,14,21517896
102191,611,1,1,4.5,33,14.1,1220,0,0,8,6045440
102192,1950,4,3,4.1,8,19.1,2017,1,0,1,22390687
102193,2966,5,4,7.3,5,9.8,5526,1,0,0,50660143
102194,764,1,2,3.4,11,24.7,1246,0,0,3,7292706
102195,1773,3,3,4.4,36,13.1,800,0,0,0,20414075
102196,1220,3,3,4.9,18,23.8,2326,1,0,1,16899088
102197,1927,4,3,6.7,7,24.9,5053,0,0,0,27836840
102198,1662,3,3,5.6,22,26.8,3216,1,0,1,26902609
102199,1233,3,3,7.5,34,9,2990,1,1,2,19286390
102200,1967,3,3,4.7,12,24.9,3944,1,0,1,23606121
102201,2823,7,6,9.4,35,10.1,4873,0,0,5,57606846
102202,1526,3,2,6,9,16.7,2382,1,0,9,23491089
102203,2118,4,2,4.4,33,22.9,2606,1,0,17,23188183
102204,809,2,1,2.6,38,31.3,2067,0,0,24,4052433
102205,1028,3,3,4.8,14,25.9,2507,1,0,14,13311953
102206,1957,5,2,6.5,42,10.6,3587,1,0,3,33214166
102207,2615,6,5,8.3,46,14.6,2054,1,0,12,48700358
102208,1881,4,3,5.3,26,29.1,4295,1,0,14,27218677
102209,1447,3,3,5.9,14,22.6,2108,1,0,8,17956563
102210,1650,4,3,4.5,77,30.7,3442,0,0,16,12158654
102211,837,2,2,8.9,13,1,900,1,1,1,19455507
102212,2043,4,4,7.2,50,17,4199,0,0,9,34099322
102213,2224,3,3,6.9,60,15.9,4273,0,0,7,33238716
102214,1356,3,2,4.1,27,28.9,800,0,0,16,13254254
102215,1344,3,3,7.6,10,5.4,3993,0,0,1,27802459
102216,1823,4,3,3.9,25,20.3,3290,0,0,2,20060118
102217,1366,2,2,7.4,65,18.2,2520,0,0,8,19918159
102218,1607,5,3,5.2,14,13,3730,1,0,14,22918711
102219,3015,7,6,4.3,20,23.6,5938,1,0,1,41301872
102220,1489,3,1,3.6,4,24.1,3303,0,0,0,14243476
102221,1417,2,2,6.5,20,14.3,1861,0,0,2,20790756
102222,1229,2,2,6.3,31,19.5,2353,1,0,1,19445219
102223,2134,6,5,6.3,11,9.4,1823,0,0,5,30085769
102224,1532,4,4,3,49,21.3,2846,1,0,9,11795000
102225,1228,2,3,3.7,8,23.1,3521,1,0,8,12830948
102226,2509,6,4,6.6,14,8,2751,1,0,10,44745407
102227,2573,5,5,8.4,44,17.2,4605,1,0,7,43663528
102228,1260,4,3,5.4,19,14,914,1,0,3,18631691
102229,450,2,2,2.7,55,31.6,902,0,0,3,800000
102230,2305,5,5,3.7,6,18.6,5255,1,0,0,30221079
102231,1205,2,3,6.6,17,19.4,2687,1,0,1,20244631
102232,2164,3,2,9.8,26,1,3547,0,1,2,55082791
102233,450,1,1,2.7,64,35.4,800,1,0,13,800000
102234,2230,4,2,3.3,23,31.9,2799,0,0,23,18818307
102235,863,2,2,4,29,19.7,2377,0,0,1,8556143
102236,2125,4,2,7.9,21,6.3,5371,0,0,9,39051038
102237,1659,3,2,6.9,20,17,3227,1,0,3,26541241
102238,1030,2,1,7.4,14,3.6,2160,0,1,0,20702352
102239,1385,3,2,7.2,27,13.6,1916,1,0,18,27350476
102240,2096,5,4,3.6,18,19.4,5815,1,0,7,22418821
102241,1719,2,2,8.3,30,8.6,2696,0,0,0,34205844
102242,2030,4,3,4.8,23,16.7,4593,0,0,23,27328089
102243,2935,5,4,6.4,17,11,3532,1,0,8,37907789
102244,633,2,2,5.4,49,29,1198,0,0,13,5652581
102245,2701,7,4,7,13,18.7,7425,1,0,6,49661535
102246,1718,3,3,2.5,15,18.6,2460,1,0,2,12928284
102247,1066,2,3,9.5,4,1.2,2611,0,0,0,22097650
102248,785,1,1,4.5,18,26.6,1061,0,0,3,8536700
102249,1527,2,2,8.2,47,16.2,2228,0,0,4,30790859
102250,2249,5,3,7,48,5.7,4486,0,1,10,37071531
102251,1567,3,2,5.3,16,23.3,4048,1,1,1,21554059
102252,2632,7,5,2.2,29,30,4793,1,0,5,25069291
102253,707,1,1,5.7,33,6.2,1676,0,0,8,9636497
102254,1642,3,1,1.9,8,26.9,4411,0,0,8,10235602
102255,836,1,1,4.4,41,21,1285,1,0,10,7096619
102256,1886,3,3,8.6,9,9.5,2046,0,0,9,44368493
102257,2226,4,4,1.9,16,21.4,3977,1,0,16,16469646
102258,1377,4,2,3.2,10,20.8,3806,0,0,10,13693947
102259,450,1,2,8.6,26,5.5,800,1,0,14,9074314
102260,1779,4,2,3.1,12,22.5,4641,0,0,12,16631491
102261,1934,4,4,3.9,14,20.2,3563,1,0,0,22152847
102262,1913,3,3,2.4,36,27,5842,1,0,8,14645637
102263,2453,5,4,7.3,16,15,8211,1,0,11,42894448
102264,954,3,1,4.8,21,31.2,2498,1,0,5,11607932
102265,2092,4,3,4.5,9,26.7,2117,1,0,5,22726659
102266,2425,6,4,4.8,7,28.5,1353,1,0,0,32485279
102267,494,1,2,6.4,24,12.9,1006,0,0,24,6465267
102268,1858,4,4,8.7,15,2.9,4727,1,0,3,44738454
102269,1322,3,2,3.8,54,28.4,3041,0,0,5,10876431
102270,1597,3,2,7.1,67,13.6,2501,0,0,11,28239410
102271,1876,4,4,3.6,9,28.6,2079,1,0,2,19687761
102272,1333,3,2,7.3,7,7.8,3410,1,0,0,24782239
102273,1211,3,2,1.5,54,34.4,3772,0,0,11,4781386
102274,1672,2,1,4.1,28,21.6,2672,1,0,4,16046442
102275,943,1,1,6.5,23,12.7,2353,1,0,13,15913745
102276,944,3,2,5.2,8,17.2,3362,1,0,3,13876022
102277,2092,5,4,9.7,65,8.8,3946,1,0,15,47336934
102278,903,1,1,5.7,12,22.5,1714,0,0,1,12681475
102279,2083,4,3,4.5,33,19.3,4866,1,0,6,25177947
102280,1951,5,4,7.7,32,14,3569,0,0,3,33022718
102281,528,2,1,5.8,6,19.6,1480,1,0,0,8191169
102282,1210,1,1,4.2,14,26.8,2127,1,1,14,11752376
102283,2426,5,3,5,8,25.9,4807,1,0,8,28492839
102284,1012,2,2,7.1,5,24.6,1148,0,0,0,16548646
102285,1348,4,2,6.5,18,12.7,2505,0,0,16,23866162
102286,1950,6,4,2.5,9,36.3,2721,1,0,6,18468770
102287,2159,5,2,5.6,12,18.9,4766,1,0,11,33198198
102288,1486,2,2,3.9,7,16.7,1488,0,0,0,15047901
102289,1262,3,3,4.8,17,16.7,3266,1,0,17,16448147
102290,2575,7,4,5.1,53,22.5,3804,1,0,12,30059169
102291,2780,6,4,1.7,25,34.2,8536,1,1,20,20351817
102292,2286,4,4,7.9,15,5.2,6452,1,0,15,47029219
102293,1705,5,4,7.8,20,7,3958,0,0,3,33368796
102294,1125,3,2,8,24,7.8,1212,0,0,3,23590922
102295,1110,2,2,2.9,25,21.1,1802,1,0,16,7826920
102296,1990,5,3,4.1,17,11.4,2910,0,0,2,21573647
102297,1922,5,5,3.5,13,11.2,2955,1,0,1,24997605
102298,2561,7,6,3.6,33,21.9,7545,1,0,0,31550646
102299,2073,5,4,5.2,10,20.9,3956,0,1,4,28042310
102300,673,1,1,5.3,34,23,1080,0,1,1,7586721
102301,2334,6,4,8.5,16,1.3,3621,1,0,16,53408466
102302,1001,1,2,2.5,41,19.4,1683,1,0,7,7340940
102303,1400,3,2,7.6,11,9,3247,0,0,3,26788876
102304,1813,3,3,6.8,10,14.6,1856,0,1,9,28910354
102305,2947,7,5,8.7,22,15,6068,1,0,1,65695884
102306,3671,7,4,6.6,12,19.5,8275,1,0,12,60053453
102307,2044,6,4,4.5,55,19.3,1960,0,0,7,19889812
102308,1531,4,2,1.6,13,32.4,1760,1,0,0,9108673
102309,1997,3,2,3.1,11,20.6,3937,1,0,4,18826469
102310,2227,6,4,3.5,27,24.9,6379,1,0,14,26174131
102311,1442,4,4,3.6,3,23.8,3925,1,0,0,15848405
102312,2817,7,6,4.3,57,30.5,4606,0,0,33,30718277
102313,1800,3,1,6.7,30,17.9,5122,1,0,23,23206995
102314,1974,4,2,7.3,24,8.5,3569,1,0,15,38081921
102315,2083,5,3,5.6,13,13.6,3756,1,0,1,29186959
102316,1924,4,2,2.5,19,25.5,3957,1,0,4,16249388
102317,2195,6,4,7.8,14,2.2,5496,1,0,4,44603272
102318,1249,3,3,6.9,15,12.9,2042,1,0,1,22737832
102319,1287,1,2,2.4,35,26.9,2267,0,0,35,7832796
102320,935,2,2,6.2,26,19.2,1170,0,0,2,15374042
102321,1936,4,3,6.3,16,19.8,4280,1,0,4,30123013
102322,2156,5,2,8,6,11.6,5519,1,0,0,49503929
102323,1948,4,3,9,70,1,5059,1,0,2,40724113
102324,2738,7,5,6.3,10,8.8,3231,1,1,6,46596246
102325,1646,5,4,8.4,35,6.2,2914,1,0,35,34644325
102326,2085,5,3,1.2,13,35.3,5728,1,0,3,12270752
102327,940,2,1,5.9,23,21,2011,0,0,12,12547255
102328,1398,3,1,8.9,11,6.8,2825,1,0,1,31012765
102329,2102,5,2,8.1,13,24.9,4217,1,1,9,40313727
102330,2202,4,2,6.3,12,25.5,5119,1,0,4,41110233
102331,1459,4,2,9.8,22,13,3168,1,0,12,39859770
102332,1603,4,3,1.7,13,34.1,2653,0,0,6,10412484
102333,663,3,2,2.5,22,30.3,1676,1,0,4,5323184
102334,1418,4,3,4.9,44,22.6,1813,1,1,8,19243610
102335,2229,4,2,6.9,9,3.5,6226,1,0,2,42096751
102336,2024,5,1,5,9,13.7,2960,1,1,9,29749744
102337,1975,4,4,7,49,12.7,4599,1,0,14,34188430
102338,1682,4,2,3,31,26.8,3198,1,0,8,15181509
102339,1655,3,2,3.4,21,24.1,2837,1,0,5,15260208
102340,1221,2,1,6.7,7,16.5,3437,1,0,0,20164861
102341,2104,5,4,7.6,6,1,5146,1,1,0,37364440
102342,1924,2,2,4,11,26,3780,1,0,3,22127769
102343,1970,3,2,5.7,23,18.3,6003,0,0,16,28499899
102344,1308,3,2,8.2,37,9.3,3385,0,0,10,25823878
102345,450,1,2,2.4,22,33.4,800,0,0,1,1777414
102346,2363,5,4,4.1,23,16.4,1521,1,0,1,30208825
102347,1339,2,2,9.1,40,6.3,2764,1,0,28,28964332
102348,1089,2,1,9.3,27,8.8,3082,1,0,3,28103856
102349,2101,5,2,7.8,15,6.5,4972,1,0,11,41589229
102350,1395,4,3,5.6,20,6.2,4107,1,0,0,20384360
102351,2339,5,4,5.3,38,12.2,3838,1,0,8,28137487
102352,2051,5,4,8.9,24,7.9,3958,1,1,3,44674361
102353,2094,5,2,4.6,52,19.7,4071,1,0,2,22264535
102354,762,1,1,4.1,13,22.6,1634,0,0,13,7525951
102355,2438,5,3,5.6,10,14.2,5999,1,0,10,32489233
102356,1820,3,2,6.9,25,6.4,5423,1,0,13,29287828
102357,1410,3,2,6.8,22,15.4,4379,1,0,0,26826657
102358,1743,5,4,4.8,9,19.6,5229,0,0,3,21228557
102359,495,2,2,6.1,14,20.5,1189,1,1,4,7756304
102360,1916,5,3,5.8,44,13.1,3439,1,0,12,23737950
102361,981,2,2,2,28,16.9,2095,0,0,14,5642614
102362,771,3,3,9.2,14,1,1845,1,0,10,17598951
102363,660,1,1,4.7,11,18.5,1373,1,0,11,7875443
102364,2373,6,5,8.3,16,10.9,3445,1,0,6,43636661
102365,1241,3,3,7.5,37,11.1,2138,1,0,8,18741265
102366,2647,6,5,5.7,21,14.5,6673,1,0,1,33132480
102367,1302,4,1,7.2,20,3.9,2411,1,1,6,23901032
102368,540,1,2,5.4,38,7.5,1088,1,0,6,6450854
102369,924,2,2,6.3,10,18.3,1805,0,0,9,12802955
102370,2453,6,6,4.2,12,21,3593,1,0,5,28516637
102371,1549,3,3,4.6,23,19,2939,1,0,3,20358375
102372,1294,2,3,5.8,20,8.3,2233,0,0,3,18595525
102373,1754,6,5,6.2,17,10.6,2780,1,0,1,28291975
102374,1976,4,4,5.6,39,18.5,2697,1,0,12,27199269
102375,2376,5,5,2.4,5,29.5,4609,1,0,0,20567900
102376,2592,7,5,8,10,10,6145,1,1,9,49228691
102377,1416,3,1,5,10,28.3,3784,1,0,8,18338761
102378,788,1,1,4.9,29,16.8,917,1,0,5,7838166
102379,1381,3,3,7.2,15,21.1,4093,1,0,15,20277212
102380,1819,3,2,6.7,65,16.2,3958,1,0,26,24845821
102381,1024,2,1,7.5,40,13.1,1356,0,0,6,17306752
102382,1028,2,1,6.7,16,20.5,1807,1,0,5,18010706
102383,1873,4,2,5.2,29,15.7,1636,1,0,2,23450310
102384,1618,2,2,5.3,28,17.1,1662,1,0,11,21670937
102385,1671,5,5,5,47,12.7,5068,1,0,8,23551147
102386,1157,3,3,5.5,18,24.1,1829,1,0,18,15870294
102387,1500,4,4,4.2,14,24.4,3483,1,0,9,18650381
102388,1049,2,2,5.4,27,25.4,2028,1,0,3,15477025
102389,2229,4,2,6.7,18,16.1,4482,1,0,8,34402313
102390,2323,5,3,4.1,31,29.3,5159,1,0,31,25374600
102391,450,1,1,8.4,43,5.3,800,0,0,13,7622462
102392,1046,1,1,9,11,13.9,2920,1,1,1,20781323
102393,677,3,2,3.3,13,22.7,1314,0,0,4,6955429
102394,1227,2,2,5.4,41,18.8,2083,1,0,4,14203635
102395,1596,2,2,5.7,21,22.3,3640,0,0,19,24167677
102396,708,3,2,5.8,21,31.6,1110,1,0,9,8228193
102397,1051,2,1,4.7,37,25.8,2233,1,0,17,10833158
102398,997,2,1,7.8,19,17.1,1895,1,0,2,16316851
102399,1785,3,2,8.3,33,6.8,4331,1,0,24,29886950
102400,1695,5,4,6.9,12,15.2,3172,0,0,1,24478600
102401,1181,2,1,3.7,16,23.3,1632,1,0,5,11992237
102402,1765,4,3,8.2,48,18.8,3914,0,0,0,33549897
102403,1295,4,3,5,21,19.1,2380,1,0,2,17109136
102404,1473,4,3,9.1,11,15.7,1337,0,0,11,32108587
102405,2738,6,5,4.3,11,14.3,5801,0,0,1,33645723
102406,2521,4,3,5.4,20,27.2,4229,0,0,2,35342513
102407,805,1,1,7.8,34,6.4,1777,1,0,26,14716437
102408,2189,5,4,3.4,3,29.9,3255,0,0,0,22973352
102409,2177,4,3,6.8,15,9.4,2778,1,0,5,37413736
102410,904,2,2,8.1,28,14.4,2448,1,0,1,16285478
102411,2182,5,3,4.2,24,16.6,5468,1,0,15,30195982
102412,2650,7,5,4.1,26,28.9,5290,1,0,7,31957120
102413,920,1,1,8.6,13,14.3,2082,0,0,4,17815835
102414,1054,4,3,5.1,22,16.1,2621,0,0,4,14049565
102415,2311,6,4,3.4,38,28.3,4608,1,0,7,22208414
102416,1826,4,3,5.3,16,24.8,2328,1,0,8,23727621
102417,2008,5,4,3.4,22,19.3,4377,1,0,17,21699263
102418,1871,6,4,6.4,6,9.6,4867,1,0,0,28039339
102419,1904,3,2,6.7,28,8.5,4486,1,0,15,30408749
102420,788,2,3,2.2,13,21.1,1604,0,0,13,6024998
102421,2331,3,2,3.3,9,18.6,5453,0,0,9,24038411
102422,2410,6,4,3.4,15,30.3,4497,0,0,11,24492718
102423,1501,4,2,7.3,29,16.4,3942,1,0,20,26249967
102424,1622,4,3,5,13,9.8,4555,0,0,8,23664687
102425,655,1,1,7.4,10,9.7,801,0,0,7,11416739
102426,1984,3,2,7.2,31,6.5,5296,1,0,12,37379836
102427,2022,5,3,1,11,37.2,6758,1,0,2,12094943
102428,1610,5,4,8.6,63,6.5,3728,1,0,15,35346286
102429,2381,5,3,2.8,37,17.3,6167,1,0,28,22347088
102430,1433,4,3,6.8,48,15.6,2310,1,1,4,21096841
102431,2017,3,3,7.8,23,15.2,3424,1,0,9,36467841
102432,987,3,3,1.6,13,24.5,1850,1,0,0,6636386
102433,1635,3,2,8.6,39,7.6,2875,0,1,15,32487114
102434,1537,3,2,5.2,9,14,1864,0,0,8,22870687
102435,1796,3,4,6.9,5,21.8,3406,1,0,0,30582820
102436,1410,3,2,7.7,26,9.3,3528,1,0,2,25141467
102437,1565,4,3,2.4,8,23.5,1911,1,0,8,13522722
102438,2187,4,3,8,20,10.7,4609,1,0,3,39275527
102439,1366,3,2,8.1,19,9.5,2854,0,0,12,24045621
102440,606,1,1,5.8,33,21.7,1102,1,0,9,7190205
102441,2787,5,3,1.2,9,38.7,6404,1,0,9,13752015
102442,2548,7,4,4.2,7,29.7,5712,1,0,0,28401374
102443,810,1,1,6.8,18,12.3,1439,1,0,14,13411460
102444,2098,4,3,8.5,2,11.3,5531,1,1,0,37395587
102445,1323,2,2,5.3,25,28,3091,0,0,6,13861500
102446,1821,5,3,2.6,24,36.4,5361,1,0,5,12535514
102447,1841,5,4,7.5,24,7.2,3609,0,0,4,26562776
102448,1498,3,3,7.1,18,17.3,2707,0,0,18,28965635
102449,1141,3,2,8.7,55,11.4,2139,1,0,14,21050079
102450,1201,3,2,7.7,27,17.5,3251,0,0,12,19667209
102451,1054,3,2,5,31,27.5,2014,1,0,26,10228913
102452,1109,2,2,3.5,14,18.3,2160,0,0,4,14015138
102453,1606,3,2,2.1,18,24.6,5102,1,1,10,13470492
102454,1185,3,2,7.3,11,18.5,1414,1,0,11,20741184
102455,2093,4,2,5.5,22,19.4,4634,0,0,22,32005373
102456,2617,7,4,7.7,12,1,5138,1,0,6,52167707
102457,1273,2,2,6.9,32,4.3,2355,1,1,5,19816400
102458,1806,5,3,4.8,20,24.6,2579,1,1,1,22061943
102459,1975,4,4,9.2,2,12.4,3163,1,1,0,42840000
102460,1957,5,3,7.7,11,3.8,3435,1,0,7,34514080
102461,1699,4,3,7,45,20.6,3903,1,0,2,29822696
102462,2133,4,2,6.7,47,13.7,5357,1,0,1,32126744
102463,1963,5,4,9.2,29,1.3,1831,1,0,29,48453183
102464,846,1,1,6.8,18,11.2,1082,0,0,18,12001133
102465,2215,4,3,4.7,42,13.6,5158,1,0,4,26251869
102466,2227,4,4,4.7,19,17.2,5299,1,1,16,27500331
102467,1154,2,2,7.5,41,1.3,1295,1,0,21,18173622
102468,1675,4,2,7.6,22,11.8,4229,1,0,6,28755482
102469,2094,5,3,7.9,17,14.8,4170,1,0,3,40448520
102470,1514,4,3,2.8,32,18.5,3707,1,0,1,14179359
102471,2347,5,5,1.9,10,29.4,3495,0,0,2,17584552
102472,3187,7,5,4.5,12,16.7,3716,1,0,12,37733458
102473,1139,3,3,3.4,7,28.8,2067,1,0,0,11410885
102474,752,2,2,8.3,27,1,1385,0,1,12,14266052
102475,1847,5,5,3.8,20,27.9,3339,1,0,8,22624759
102476,2119,5,2,5,80,9.1,3742,1,0,5,26366358
102477,1500,3,3,7.8,28,10.3,4524,0,0,1,29851390
102478,2595,5,4,5.4,17,14.5,2543,1,0,4,34476011
102479,780,1,1,3.1,19,23.5,1165,1,0,18,5526483
102480,2100,4,2,1,24,22.8,3673,0,0,17,11360556
102481,1256,3,2,6.6,14,25.2,2530,0,0,0,18626811
102482,2768,6,4,7.4,3,5.1,6717,1,0,0,53296819
102483,2945,7,4,7.6,7,5,7419,1,0,0,57652407
102484,1152,3,3,8.7,15,19.7,3048,1,0,4,23418605
102485,1293,3,3,7.6,6,14.1,2960,0,0,0,26612675
102486,2209,5,4,8.7,21,1.4,2125,1,1,8,41652808
102487,1398,3,2,3.8,37,22.8,1400,1,0,11,13679249
102488,1620,3,2,9.2,12,6,4355,0,0,1,37266829
102489,1667,2,3,6.9,15,4.2,4417,1,0,15,33726925
102490,450,1,2,7.1,19,9.2,1072,1,0,0,7661029
102491,1641,4,3,6.4,17,15.6,2474,0,0,0,29101156
102492,1202,2,2,3.8,21,31.2,2171,0,0,3,12762722
102493,1329,3,2,3.7,4,22.8,2340,0,0,0,17006655
102494,2588,6,5,5.5,39,17.8,3585,1,0,1,36559649
102495,833,2,2,6.8,18,9.7,1795,1,0,18,16013341
102496,2179,4,3,7.1,11,20.3,7176,1,0,2,39393912
102497,1469,4,2,8.6,25,14.6,2501,0,0,1,25627496
102498,1468,4,3,6,36,21.7,4078,1,0,15,19907670
102499,2164,4,3,8.7,10,9.6,3178,0,1,10,42049433
102500,1871,3,2,4.4,25,12.2,2017,0,0,16,25350134
102501,2021,5,3,5.5,43,25,5239,1,0,3,27118853
102502,2279,5,3,9.5,43,6.8,4259,0,0,21,43527506
102503,1435,1,1,2.6,32,25.3,3965,0,0,1,10954587
102504,1252,2,2,4.1,14,25.4,3609,0,0,4,15411248
102505,945,2,2,8.6,10,10.5,1732,1,1,6,19833214
102506,1113,2,1,6.6,12,8.8,3123,0,0,1,17806513
102507,3567,7,4,7.9,43,9.4,5259,1,1,9,67715173
102508,2459,5,4,4.6,29,9.8,3602,1,0,8,26335610
102509,772,3,2,2.6,33,27.7,2041,0,0,33,5064154
102510,790,2,1,4.9,20,28.3,846,1,0,10,10007080
102511,1963,5,4,8.8,5,1,3924,1,0,0,41411317
102512,2006,6,4,9.1,25,8.5,5516,1,0,16,49768292
102513,2007,6,3,4.6,11,25.2,5600,1,0,4,27681887
102514,1484,4,3,8.5,38,14.4,2583,0,0,8,28174044
102515,1568,2,1,7.2,12,8.9,4085,0,0,1,29796903
102516,1863,5,4,6,23,10.4,2471,1,0,4,32132845
102517,1706,5,4,5.2,29,15.9,2729,1,0,8,23231292
102518,450,1,1,5.4,80,25.9,962,0,0,12,800000
102519,1501,5,3,1.3,19,20.8,3342,1,0,1,10182326
102520,1097,3,2,4.7,20,13.6,1504,1,0,16,13922061
102521,1764,4,4,5.7,38,15.1,5499,1,0,23,26236205
102522,3590,7,4,2.6,18,21.3,3136,1,0,3,32441011
102523,1889,4,4,5,16,19.7,3839,1,0,14,24278527
102524,1446,1,1,4.1,13,31.2,3062,0,0,2,16583844
102525,2249,5,4,4.4,21,14.6,2141,1,0,7,28218832
102526,1964,5,3,8.7,14,8,5488,1,0,14,39829209
102527,1923,4,2,8.7,45,8.9,2992,1,0,5,44280789
102528,2044,4,3,5.8,32,15.6,4209,0,0,0,35227433
102529,2987,6,3,4.8,23,11.1,6562,1,0,8,43393369
102530,915,3,2,7.7,21,8.1,1032,1,0,19,15235030
